,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,tsne_x,tsne_y,positivity_bar_chart,song_name,artist_name
14,Pressure,Pressure,pressure,15,4,2,Verse 1: David Bowie & Freddie Mercury,1,1,9,9,9,"[15, 29, 83, 175, 220, 313, 315, 317, 318]","[('pressure', 'NN')]",N,NEGATIVE,0.9933,Pressure pushing down on me, pressure pushing down on me,NEGATIVE,0.9814,-0.9814,17,0.3953488372093023,-0.9933,9,0.08490566037735849,-9.801604,5.0360217,neg_word_neg_line,Under Pressure,Queen & David Bowie
15,pushing,pushing,pushing,16,4,2,Verse 1: David Bowie & Freddie Mercury,1,2,1,1,1,[16],"[('pushing', 'VBG')]",V,POSITIVE,0.9951,Pressure pushing down on me, pressure pushing down on me,NEGATIVE,0.9814,-0.9814,17,0.3953488372093023,0.9951,83,0.7830188679245284,-11.710311,4.73496,pos_word_neg_line,Under Pressure,Queen & David Bowie
16,down,down,down,17,4,2,Verse 1: David Bowie & Freddie Mercury,1,3,3,3,3,"[17, 21, 34]","[('down', 'RB')]",ADV,NEGATIVE,0.9997,Pressure pushing down on me, pressure pushing down on me,NEGATIVE,0.9814,-0.9814,17,0.3953488372093023,-0.9997,1,0.009433962264150943,-3.1460154,19.083673,neg_word_neg_line,Under Pressure,Queen & David Bowie
17,on,on,on,18,4,2,Verse 1: David Bowie & Freddie Mercury,1,4,13,13,13,"[18, 22, 42, 84, 87, 133, 141, 176, 179, 191, 275, 278, 287]","[('on', 'IN')]",PREP,POSITIVE,0.987,Pressure pushing down on me, pressure pushing down on me,NEGATIVE,0.9814,-0.9814,17,0.3953488372093023,0.987,66,0.6226415094339622,7.826826,13.734438,pos_word_neg_line,Under Pressure,Queen & David Bowie
18,me,me,me,19,4,2,Verse 1: David Bowie & Freddie Mercury,1,5,5,5,5,"[19, 76, 81, 167, 172]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,Pressure pushing down on me, pressure pushing down on me,NEGATIVE,0.9814,-0.9814,17,0.3953488372093023,0.9947,82,0.7735849056603774,-6.1716657,-7.465674,pos_word_neg_line,Under Pressure,Queen & David Bowie
19,Pressing,Pressing,pressing,20,5,2,Verse 1: David Bowie & Freddie Mercury,2,6,1,1,1,[20],"[('pressing', 'VBG')]",V,POSITIVE,0.8274,"Pressing down on you, no man ask for", pressing down on you no man ask for,POSITIVE,0.8463,0.8463,29,0.6744186046511628,0.8274,36,0.33962264150943394,-11.784325,4.752326,pos_word_pos_line,Under Pressure,Queen & David Bowie
20,down,down,down,21,5,2,Verse 1: David Bowie & Freddie Mercury,2,7,3,3,3,"[17, 21, 34]","[('down', 'RB')]",ADV,NEGATIVE,0.9997,"Pressing down on you, no man ask for", pressing down on you no man ask for,POSITIVE,0.8463,0.8463,29,0.6744186046511628,-0.9997,1,0.009433962264150943,-3.1460068,19.083715,neg_word_pos_line,Under Pressure,Queen & David Bowie
21,on,on,on,22,5,2,Verse 1: David Bowie & Freddie Mercury,2,8,13,13,13,"[18, 22, 42, 84, 87, 133, 141, 176, 179, 191, 275, 278, 287]","[('on', 'IN')]",PREP,POSITIVE,0.987,"Pressing down on you, no man ask for", pressing down on you no man ask for,POSITIVE,0.8463,0.8463,29,0.6744186046511628,0.987,66,0.6226415094339622,8.092155,12.575999,pos_word_pos_line,Under Pressure,Queen & David Bowie
22,"you,",you,you,23,5,2,Verse 1: David Bowie & Freddie Mercury,2,9,3,3,3,"[23, 269, 290]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"Pressing down on you, no man ask for", pressing down on you no man ask for,POSITIVE,0.8463,0.8463,29,0.6744186046511628,0.9991,99,0.9339622641509434,-2.9769998,-8.547912,pos_word_pos_line,Under Pressure,Queen & David Bowie
23,no,no,no,24,5,2,Verse 1: David Bowie & Freddie Mercury,2,10,1,1,1,[24],"[('no', 'DT')]",DET,NEGATIVE,0.9964,"Pressing down on you, no man ask for", pressing down on you no man ask for,POSITIVE,0.8463,0.8463,29,0.6744186046511628,-0.9964,8,0.07547169811320754,-9.440659,8.410543,neg_word_pos_line,Under Pressure,Queen & David Bowie
24,man,man,man,25,5,2,Verse 1: David Bowie & Freddie Mercury,2,11,2,2,2,"[25, 189]","[('man', 'NN')]",N,POSITIVE,0.8134,"Pressing down on you, no man ask for", pressing down on you no man ask for,POSITIVE,0.8463,0.8463,29,0.6744186046511628,0.8134,35,0.330188679245283,1.0147923,-0.12911043,pos_word_pos_line,Under Pressure,Queen & David Bowie
25,ask,ask,ask,26,5,2,Verse 1: David Bowie & Freddie Mercury,2,12,1,1,1,[26],"[('ask', 'NN')]",N,POSITIVE,0.6912,"Pressing down on you, no man ask for", pressing down on you no man ask for,POSITIVE,0.8463,0.8463,29,0.6744186046511628,0.6912,31,0.29245283018867924,6.2797923,-10.09757,pos_word_pos_line,Under Pressure,Queen & David Bowie
26,for,for,for,27,5,2,Verse 1: David Bowie & Freddie Mercury,2,13,2,2,2,"[27, 272]","[('for', 'IN')]",PREP,POSITIVE,0.9701,"Pressing down on you, no man ask for", pressing down on you no man ask for,POSITIVE,0.8463,0.8463,29,0.6744186046511628,0.9701,53,0.5,3.376381,16.951408,pos_word_pos_line,Under Pressure,Queen & David Bowie
27,Under,Under,under,28,6,2,Verse 1: David Bowie & Freddie Mercury,3,14,5,5,5,"[28, 219, 312, 314, 316]","[('under', 'IN')]",PREP,POSITIVE,0.9166,Under pressure that burns a building down, under pressure that burns a building down,NEGATIVE,0.9992,-0.9992,1,0.023255813953488372,0.9166,40,0.37735849056603776,7.467308,18.059172,pos_word_neg_line,Under Pressure,Queen & David Bowie
28,pressure,pressure,pressure,29,6,2,Verse 1: David Bowie & Freddie Mercury,3,15,9,9,9,"[15, 29, 83, 175, 220, 313, 315, 317, 318]","[('pressure', 'NN')]",N,NEGATIVE,0.9933,Under pressure that burns a building down, under pressure that burns a building down,NEGATIVE,0.9992,-0.9992,1,0.023255813953488372,-0.9933,9,0.08490566037735849,-8.918483,4.7262874,neg_word_neg_line,Under Pressure,Queen & David Bowie
29,that,that,that,30,6,2,Verse 1: David Bowie & Freddie Mercury,3,16,2,2,2,"[30, 235]","[('that', 'IN')]",PREP,POSITIVE,0.9895,Under pressure that burns a building down, under pressure that burns a building down,NEGATIVE,0.9992,-0.9992,1,0.023255813953488372,0.9895,70,0.660377358490566,-2.6601574,9.78972,pos_word_neg_line,Under Pressure,Queen & David Bowie
30,burns,burns,burns,31,6,2,Verse 1: David Bowie & Freddie Mercury,3,17,1,1,1,[31],"[('burns', 'NNS')]",N,NEGATIVE,0.9989,Under pressure that burns a building down, under pressure that burns a building down,NEGATIVE,0.9992,-0.9992,1,0.023255813953488372,-0.9989,5,0.04716981132075472,0.38089514,3.6835928,neg_word_neg_line,Under Pressure,Queen & David Bowie
31,a,a,a,32,6,2,Verse 1: David Bowie & Freddie Mercury,3,18,4,4,4,"[32, 36, 187, 192]","[('a', 'DT')]",DET,POSITIVE,0.9873,Under pressure that burns a building down, under pressure that burns a building down,NEGATIVE,0.9992,-0.9992,1,0.023255813953488372,0.9873,67,0.6320754716981132,6.571824,8.629186,pos_word_neg_line,Under Pressure,Queen & David Bowie
32,building,building,building,33,6,2,Verse 1: David Bowie & Freddie Mercury,3,19,1,1,1,[33],"[('building', 'NN')]",N,POSITIVE,0.9978,Under pressure that burns a building down, under pressure that burns a building down,NEGATIVE,0.9992,-0.9992,1,0.023255813953488372,0.9978,90,0.8490566037735849,-14.530859,-2.3548858,pos_word_neg_line,Under Pressure,Queen & David Bowie
33,down,down,down,34,6,2,Verse 1: David Bowie & Freddie Mercury,3,20,3,3,3,"[17, 21, 34]","[('down', 'RB')]",ADV,NEGATIVE,0.9997,Under pressure that burns a building down, under pressure that burns a building down,NEGATIVE,0.9992,-0.9992,1,0.023255813953488372,-0.9997,1,0.009433962264150943,-3.146205,19.083364,neg_word_neg_line,Under Pressure,Queen & David Bowie
34,Splits,Splits,splits,35,7,2,Verse 1: David Bowie & Freddie Mercury,4,21,1,1,1,[35],"[('splits', 'NNS')]",N,NEGATIVE,0.9814,Splits a family in two, splits a family in two,NEGATIVE,0.7692,-0.7692,24,0.5581395348837209,-0.9814,14,0.1320754716981132,0.08774695,4.1237364,neg_word_neg_line,Under Pressure,Queen & David Bowie
35,a,a,a,36,7,2,Verse 1: David Bowie & Freddie Mercury,4,22,4,4,4,"[32, 36, 187, 192]","[('a', 'DT')]",DET,POSITIVE,0.9873,Splits a family in two, splits a family in two,NEGATIVE,0.7692,-0.7692,24,0.5581395348837209,0.9873,67,0.6320754716981132,6.456972,8.614842,pos_word_neg_line,Under Pressure,Queen & David Bowie
36,family,family,family,37,7,2,Verse 1: David Bowie & Freddie Mercury,4,23,1,1,1,[37],"[('family', 'NN')]",N,POSITIVE,0.9993,Splits a family in two, splits a family in two,NEGATIVE,0.7692,-0.7692,24,0.5581395348837209,0.9993,101,0.9528301886792453,-9.827075,-4.4459863,pos_word_neg_line,Under Pressure,Queen & David Bowie
37,in,in,in,38,7,2,Verse 1: David Bowie & Freddie Mercury,4,24,1,1,1,[38],"[('in', 'IN')]",PREP,POSITIVE,0.979,Splits a family in two, splits a family in two,NEGATIVE,0.7692,-0.7692,24,0.5581395348837209,0.979,59,0.5566037735849056,9.806808,15.371971,pos_word_neg_line,Under Pressure,Queen & David Bowie
38,two,two,two,39,7,2,Verse 1: David Bowie & Freddie Mercury,4,25,1,1,1,[39],"[('two', 'CD')]",DET,POSITIVE,0.9899,Splits a family in two, splits a family in two,NEGATIVE,0.7692,-0.7692,24,0.5581395348837209,0.9899,71,0.6698113207547169,-2.8724198,14.22358,pos_word_neg_line,Under Pressure,Queen & David Bowie
39,Puts,Puts,puts,40,8,2,Verse 1: David Bowie & Freddie Mercury,5,26,1,1,1,[40],"[('puts', 'NNS')]",N,POSITIVE,0.9981,Puts people on streets, puts people on streets,POSITIVE,0.9914,0.9914,35,0.813953488372093,0.9981,91,0.8584905660377359,5.2816186,5.529554,pos_word_pos_line,Under Pressure,Queen & David Bowie
40,people,people,people,41,8,2,Verse 1: David Bowie & Freddie Mercury,5,27,10,10,10,"[41, 85, 86, 132, 140, 177, 178, 274, 277, 286]","[('people', 'NNS')]",N,POSITIVE,0.9852,Puts people on streets, puts people on streets,POSITIVE,0.9914,0.9914,35,0.813953488372093,0.9852,65,0.6132075471698113,-12.382374,-4.8448925,pos_word_pos_line,Under Pressure,Queen & David Bowie
41,on,on,on,42,8,2,Verse 1: David Bowie & Freddie Mercury,5,28,13,13,13,"[18, 22, 42, 84, 87, 133, 141, 176, 179, 191, 275, 278, 287]","[('on', 'IN')]",PREP,POSITIVE,0.987,Puts people on streets, puts people on streets,POSITIVE,0.9914,0.9914,35,0.813953488372093,0.987,66,0.6226415094339622,8.782948,14.268703,pos_word_pos_line,Under Pressure,Queen & David Bowie
42,streets,streets,streets,43,8,2,Verse 1: David Bowie & Freddie Mercury,5,29,7,7,7,"[43, 88, 134, 142, 180, 279, 288]","[('streets', 'NNS')]",N,POSITIVE,0.9827,Puts people on streets, puts people on streets,POSITIVE,0.9914,0.9914,35,0.813953488372093,0.9827,63,0.5943396226415094,-15.78875,-0.42384893,pos_word_pos_line,Under Pressure,Queen & David Bowie
43,Um,Um,um,44,9,3,Bridge: Freddie Mercury,1,1,3,3,3,"[44, 48, 127]","[('um', 'NN')]",N,NEGATIVE,0.9149,Um ba ba be, um ba ba be,NEGATIVE,0.9406,-0.9406,20,0.46511627906976744,-0.9149,20,0.18867924528301888,10.483455,-2.4951315,neg_word_neg_line,Under Pressure,Queen & David Bowie
44,ba,ba,ba,45,9,3,Bridge: Freddie Mercury,1,2,13,13,13,"[3, 7, 12, 45, 46, 49, 50, 97, 98, 120, 124, 125, 126]","[('ba', 'NN')]",N,POSITIVE,0.9783,Um ba ba be, um ba ba be,NEGATIVE,0.9406,-0.9406,20,0.46511627906976744,0.9783,57,0.5377358490566038,6.9457426,0.9531205,pos_word_neg_line,Under Pressure,Queen & David Bowie
45,ba,ba,ba,46,9,3,Bridge: Freddie Mercury,1,3,13,13,13,"[3, 7, 12, 45, 46, 49, 50, 97, 98, 120, 124, 125, 126]","[('ba', 'NN')]",N,POSITIVE,0.9783,Um ba ba be, um ba ba be,NEGATIVE,0.9406,-0.9406,20,0.46511627906976744,0.9783,57,0.5377358490566038,8.62,1.9429355,pos_word_neg_line,Under Pressure,Queen & David Bowie
46,be,be,be,47,9,3,Bridge: Freddie Mercury,1,4,5,5,5,"[8, 47, 51, 121, 130]","[('be', 'VB')]",V,POSITIVE,0.962,Um ba ba be, um ba ba be,NEGATIVE,0.9406,-0.9406,20,0.46511627906976744,0.962,48,0.4528301886792453,9.807675,-8.15892,pos_word_neg_line,Under Pressure,Queen & David Bowie
47,Um,Um,um,48,10,3,Bridge: Freddie Mercury,2,5,3,3,3,"[44, 48, 127]","[('um', 'NN')]",N,NEGATIVE,0.9149,Um ba ba be, um ba ba be,NEGATIVE,0.9406,-0.9406,20,0.46511627906976744,-0.9149,20,0.18867924528301888,10.483381,-2.4920406,neg_word_neg_line,Under Pressure,Queen & David Bowie
48,ba,ba,ba,49,10,3,Bridge: Freddie Mercury,2,6,13,13,13,"[3, 7, 12, 45, 46, 49, 50, 97, 98, 120, 124, 125, 126]","[('ba', 'NN')]",N,POSITIVE,0.9783,Um ba ba be, um ba ba be,NEGATIVE,0.9406,-0.9406,20,0.46511627906976744,0.9783,57,0.5377358490566038,8.4978695,0.73618186,pos_word_neg_line,Under Pressure,Queen & David Bowie
49,ba,ba,ba,50,10,3,Bridge: Freddie Mercury,2,7,13,13,13,"[3, 7, 12, 45, 46, 49, 50, 97, 98, 120, 124, 125, 126]","[('ba', 'NN')]",N,POSITIVE,0.9783,Um ba ba be, um ba ba be,NEGATIVE,0.9406,-0.9406,20,0.46511627906976744,0.9783,57,0.5377358490566038,7.5424495,1.3699008,pos_word_neg_line,Under Pressure,Queen & David Bowie
50,be,be,be,51,10,3,Bridge: Freddie Mercury,2,8,5,5,5,"[8, 47, 51, 121, 130]","[('be', 'VB')]",V,POSITIVE,0.962,Um ba ba be, um ba ba be,NEGATIVE,0.9406,-0.9406,20,0.46511627906976744,0.962,48,0.4528301886792453,10.332821,-8.313562,pos_word_neg_line,Under Pressure,Queen & David Bowie
51,De,De,de,52,11,3,Bridge: Freddie Mercury,3,9,8,8,8,"[4, 52, 91, 137, 139, 145, 147, 149]","[('de', 'NNS')]",N,POSITIVE,0.73,De day da, de day da,POSITIVE,0.9345,0.9345,30,0.6976744186046512,0.73,32,0.3018867924528302,12.938664,17.265001,pos_word_pos_line,Under Pressure,Queen & David Bowie
52,day,day,day,53,11,3,Bridge: Freddie Mercury,3,10,4,4,4,"[53, 56, 89, 90]","[('day', 'NN')]",N,POSITIVE,0.9957,De day da, de day da,POSITIVE,0.9345,0.9345,30,0.6976744186046512,0.9957,85,0.8018867924528302,-20.2139,-3.1601152,pos_word_pos_line,Under Pressure,Queen & David Bowie
53,da,da,da,54,11,3,Bridge: Freddie Mercury,3,11,11,11,11,"[54, 94, 95, 96, 123, 136, 138, 144, 146, 148, 150]","[('da', 'NN')]",N,NEGATIVE,0.8507,De day da, de day da,POSITIVE,0.9345,0.9345,30,0.6976744186046512,-0.8507,25,0.2358490566037736,12.537351,0.9819995,neg_word_pos_line,Under Pressure,Queen & David Bowie
54,Ee,Ee,ee,55,12,3,Bridge: Freddie Mercury,4,12,5,5,5,"[55, 118, 122, 135, 143]","[('ee', 'NN')]",N,POSITIVE,0.9092,Ee day da- that's okay, ee day da- that's okay,POSITIVE,0.9998,0.9998,43,1.0,0.9092,38,0.3584905660377358,13.246189,-3.282798,pos_word_pos_line,Under Pressure,Queen & David Bowie
55,day,day,day,56,12,3,Bridge: Freddie Mercury,4,13,4,4,4,"[53, 56, 89, 90]","[('day', 'NN')]",N,POSITIVE,0.9957,Ee day da- that's okay, ee day da- that's okay,POSITIVE,0.9998,0.9998,43,1.0,0.9957,85,0.8018867924528302,-20.2139,-3.1601152,pos_word_pos_line,Under Pressure,Queen & David Bowie
56,da-,da-,da-,57,12,3,Bridge: Freddie Mercury,4,14,1,1,1,[57],"[('da-', 'NN')]",N,NEGATIVE,0.6922,Ee day da- that's okay, ee day da- that's okay,POSITIVE,0.9998,0.9998,43,1.0,-0.6922,28,0.2641509433962264,14.676812,0.71617603,neg_word_pos_line,Under Pressure,Queen & David Bowie
57,that's,that's,that's,58,12,3,Bridge: Freddie Mercury,4,15,1,1,1,[58],"[('that', 'DT'), (""'s"", 'VBZ')]",MULT,POSITIVE,0.9985,Ee day da- that's okay, ee day da- that's okay,POSITIVE,0.9998,0.9998,43,1.0,0.9985,93,0.8773584905660378,-16.33768,12.841378,pos_word_pos_line,Under Pressure,Queen & David Bowie
58,okay,okay,okay,59,12,3,Bridge: Freddie Mercury,4,16,2,2,2,"[59, 99]","[('okay', 'NN')]",N,POSITIVE,0.9998,Ee day da- that's okay, ee day da- that's okay,POSITIVE,0.9998,0.9998,43,1.0,0.9998,105,0.9905660377358491,-9.821383,9.542772,pos_word_pos_line,Under Pressure,Queen & David Bowie
59,It's,It's,it's,60,13,4,Chorus: David Bowie & Freddie Mercury,1,1,3,3,3,"[60, 151, 204]","[('it', 'PRP'), (""'s"", 'VBZ')]",MULT,POSITIVE,0.9988,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,22,0.5116279069767442,0.9988,96,0.9056603773584906,-16.135157,12.028431,pos_word_neg_line,Under Pressure,Queen & David Bowie
60,the,the,the,61,13,4,Chorus: David Bowie & Freddie Mercury,1,2,7,7,7,"[61, 106, 110, 152, 273, 276, 282]","[('the', 'DT')]",DET,POSITIVE,0.9636,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,22,0.5116279069767442,0.9636,49,0.46226415094339623,3.1041355,6.9409447,pos_word_neg_line,Under Pressure,Queen & David Bowie
61,terror,terror,terror,62,13,4,Chorus: David Bowie & Freddie Mercury,1,3,2,2,2,"[62, 153]","[('terror', 'NN')]",N,NEGATIVE,0.9981,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,22,0.5116279069767442,-0.9981,6,0.05660377358490566,-9.623729,0.13254026,neg_word_neg_line,Under Pressure,Queen & David Bowie
62,of,of,of,63,13,4,Chorus: David Bowie & Freddie Mercury,1,4,4,4,4,"[63, 154, 281, 295]","[('of', 'IN')]",PREP,POSITIVE,0.9193,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,22,0.5116279069767442,0.9193,41,0.3867924528301887,10.8500805,11.058274,pos_word_neg_line,Under Pressure,Queen & David Bowie
63,knowing,knowing,knowing,64,13,4,Chorus: David Bowie & Freddie Mercury,1,5,2,2,2,"[64, 155]","[('knowing', 'VBG')]",V,POSITIVE,0.9989,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,22,0.5116279069767442,0.9989,97,0.9150943396226415,-5.5541778,1.0962687,pos_word_neg_line,Under Pressure,Queen & David Bowie
64,what,what,what,65,13,4,Chorus: David Bowie & Freddie Mercury,1,6,2,2,2,"[65, 156]","[('what', 'WP')]",OTH,POSITIVE,0.9943,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,22,0.5116279069767442,0.9943,80,0.7547169811320755,-1.5701102,-3.9932504,pos_word_neg_line,Under Pressure,Queen & David Bowie
65,this,this,this,66,13,4,Chorus: David Bowie & Freddie Mercury,1,7,5,5,5,"[66, 157, 299, 304, 309]","[('this', 'DT')]",DET,POSITIVE,0.9931,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,22,0.5116279069767442,0.9931,77,0.7264150943396226,-5.517034,7.419714,pos_word_neg_line,Under Pressure,Queen & David Bowie
66,world,world,world,67,13,4,Chorus: David Bowie & Freddie Mercury,1,8,2,2,2,"[67, 158]","[('world', 'NN')]",N,POSITIVE,0.9981,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,22,0.5116279069767442,0.9981,91,0.8584905660377359,-14.811395,-8.636944,pos_word_neg_line,Under Pressure,Queen & David Bowie
67,is,is,is,68,13,4,Chorus: David Bowie & Freddie Mercury,1,9,5,5,5,"[68, 159, 300, 305, 310]","[('is', 'VBZ')]",V,POSITIVE,0.9275,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,22,0.5116279069767442,0.9275,42,0.39622641509433965,9.412062,6.985367,pos_word_neg_line,Under Pressure,Queen & David Bowie
68,about,about,about,69,13,4,Chorus: David Bowie & Freddie Mercury,1,10,3,3,3,"[69, 160, 297]","[('about', 'IN')]",PREP,POSITIVE,0.9686,It's the terror of knowing what this world is about, it's the terror of knowing what this world is about,NEGATIVE,0.8637,-0.8637,22,0.5116279069767442,0.9686,52,0.49056603773584906,12.774985,13.51534,pos_word_neg_line,Under Pressure,Queen & David Bowie
69,Watching,Watching,watching,70,14,4,Chorus: David Bowie & Freddie Mercury,2,11,2,2,2,"[70, 161]","[('watching', 'VBG')]",V,POSITIVE,0.9973,"Watching some good friends screaming, ""Let me out!"""," watching some good friends screaming ""let me out!""",NEGATIVE,0.9925,-0.9925,10,0.23255813953488372,0.9973,89,0.839622641509434,-5.559333,3.0244794,pos_word_neg_line,Under Pressure,Queen & David Bowie
