,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,tsne_x,tsne_y
10,(Ronny,Ronny,ronny,11,2,1,Intro,2,11,1,1,1,[11],"[('ronny', 'NN')]",N,POSITIVE,0.997,"(Ronny J, please turn me up)", ronny j please turn me up,POSITIVE,0.9991,0.9991,80,1.0,0.997,123,0.8482758620689655,-5.799303,-16.902878
11,"J,",J,j,12,2,1,Intro,2,12,1,1,1,[12],"[('j', 'NN')]",N,POSITIVE,0.9535,"(Ronny J, please turn me up)", ronny j please turn me up,POSITIVE,0.9991,0.9991,80,1.0,0.9535,66,0.45517241379310347,-6.587505,17.259169
12,please,please,please,13,2,1,Intro,2,13,1,1,1,[13],"[('please', 'NN')]",N,POSITIVE,0.9995,"(Ronny J, please turn me up)", ronny j please turn me up,POSITIVE,0.9991,0.9991,80,1.0,0.9995,141,0.9724137931034482,2.2598875,-5.654332
13,turn,turn,turn,14,2,1,Intro,2,14,1,1,1,[14],"[('turn', 'NN')]",N,POSITIVE,0.9918,"(Ronny J, please turn me up)", ronny j please turn me up,POSITIVE,0.9991,0.9991,80,1.0,0.9918,105,0.7241379310344828,0.3615761,-3.5981317
14,me,me,me,15,2,1,Intro,2,15,8,8,8,"[15, 136, 422, 430, 461, 469, 477, 494]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,"(Ronny J, please turn me up)", ronny j please turn me up,POSITIVE,0.9991,0.9991,80,1.0,0.9947,115,0.7931034482758621,-22.270748,-0.43729243
15,up),up,up,16,2,1,Intro,2,16,3,3,3,"[16, 30, 82]","[('up', 'RB')]",ADV,POSITIVE,0.9992,"(Ronny J, please turn me up)", ronny j please turn me up,POSITIVE,0.9991,0.9991,80,1.0,0.9992,138,0.9517241379310345,29.176794,14.946592
16,"Take some, rain,","Take some, rain","take some, rain",17,3,2,Verse 1: Kanye West,1,1,1,1,1,[17],"[('take', 'VB'), ('some', 'DT'), ('rain', 'NN')]",MULT,NEGATIVE,0.7151,"Take some, rain, nonstop, rain don't want war"," take some, rain nonstop rain don't want war",POSITIVE,0.9855,0.9855,71,0.8875,-0.7151,37,0.25517241379310346,0.30925328,-12.596233
17,"nonstop,",nonstop,nonstop,18,3,2,Verse 1: Kanye West,1,2,1,1,1,[18],"[('nonstop', 'NN')]",N,POSITIVE,0.9992,"Take some, rain, nonstop, rain don't want war"," take some, rain nonstop rain don't want war",POSITIVE,0.9855,0.9855,71,0.8875,0.9992,138,0.9517241379310345,-4.763827,5.0617957
18,rain don't,rain don't,rain don't,19,3,2,Verse 1: Kanye West,1,3,1,1,1,[19],"[('rain', 'NN'), ('do', 'VBP'), (""n't"", 'RB')]",MULT,POSITIVE,0.845,"Take some, rain, nonstop, rain don't want war"," take some, rain nonstop rain don't want war",POSITIVE,0.9855,0.9855,71,0.8875,0.845,49,0.33793103448275863,0.9711779,-13.286111
19,want,want,want,20,3,2,Verse 1: Kanye West,1,4,4,4,4,"[20, 421, 429, 435]","[('want', 'NN')]",N,POSITIVE,0.987,"Take some, rain, nonstop, rain don't want war"," take some, rain nonstop rain don't want war",POSITIVE,0.9855,0.9855,71,0.8875,0.987,93,0.6413793103448275,3.2760603,-3.424375
20,war,war,war,21,3,2,Verse 1: Kanye West,1,5,1,1,1,[21],"[('war', 'NN')]",N,NEGATIVE,0.9995,"Take some, rain, nonstop, rain don't want war"," take some, rain nonstop rain don't want war",POSITIVE,0.9855,0.9855,71,0.8875,-0.9995,3,0.020689655172413793,-12.2627735,-11.907478
21,Rain,Rain,rain,22,4,2,Verse 1: Kanye West,2,6,13,13,13,"[22, 24, 28, 38, 39, 44, 49, 55, 174, 189, 382, 387, 545]","[('rain', 'NN')]",N,NEGATIVE,0.975,"Rain come, rain come", rain come rain come,POSITIVE,0.8479,0.8479,60,0.75,-0.975,23,0.15862068965517243,-15.739621,-15.920257
22,"come,",come,come,23,4,2,Verse 1: Kanye West,2,7,15,15,15,"[23, 25, 27, 29, 240, 242, 246, 248, 264, 269, 276, 406, 411, 552, 557]","[('come', 'VB')]",V,POSITIVE,0.9984,"Rain come, rain come", rain come rain come,POSITIVE,0.8479,0.8479,60,0.75,0.9984,130,0.896551724137931,4.09219,-9.198362
23,rain,rain,rain,24,4,2,Verse 1: Kanye West,2,8,13,13,13,"[22, 24, 28, 38, 39, 44, 49, 55, 174, 189, 382, 387, 545]","[('rain', 'NN')]",N,NEGATIVE,0.975,"Rain come, rain come", rain come rain come,POSITIVE,0.8479,0.8479,60,0.75,-0.975,23,0.15862068965517243,-15.977349,-16.60791
24,come,come,come,25,4,2,Verse 1: Kanye West,2,9,15,15,15,"[23, 25, 27, 29, 240, 242, 246, 248, 264, 269, 276, 406, 411, 552, 557]","[('come', 'VB')]",V,POSITIVE,0.9984,"Rain come, rain come", rain come rain come,POSITIVE,0.8479,0.8479,60,0.75,0.9984,130,0.896551724137931,5.055253,-9.009114
25,"Come shine,",Come shine,come shine,26,5,2,Verse 1: Kanye West,3,10,1,1,1,[26],"[('come', 'VBN'), ('shine', 'NN')]",MULT,POSITIVE,0.9998,"Come shine, come rain, come up", come shine come rain come up,POSITIVE,0.9943,0.9943,76,0.95,0.9998,144,0.993103448275862,5.594964,-10.955231
26,come,come,come,27,5,2,Verse 1: Kanye West,3,11,15,15,15,"[23, 25, 27, 29, 240, 242, 246, 248, 264, 269, 276, 406, 411, 552, 557]","[('come', 'VB')]",V,POSITIVE,0.9984,"Come shine, come rain, come up", come shine come rain come up,POSITIVE,0.9943,0.9943,76,0.95,0.9984,130,0.896551724137931,4.2113433,-9.986597
27,"rain,",rain,rain,28,5,2,Verse 1: Kanye West,3,12,13,13,13,"[22, 24, 28, 38, 39, 44, 49, 55, 174, 189, 382, 387, 545]","[('rain', 'NN')]",N,NEGATIVE,0.975,"Come shine, come rain, come up", come shine come rain come up,POSITIVE,0.9943,0.9943,76,0.95,-0.975,23,0.15862068965517243,-15.53481,-15.869775
28,come,come,come,29,5,2,Verse 1: Kanye West,3,13,15,15,15,"[23, 25, 27, 29, 240, 242, 246, 248, 264, 269, 276, 406, 411, 552, 557]","[('come', 'VB')]",V,POSITIVE,0.9984,"Come shine, come rain, come up", come shine come rain come up,POSITIVE,0.9943,0.9943,76,0.95,0.9984,130,0.896551724137931,5.162384,-9.714292
29,up,up,up,30,5,2,Verse 1: Kanye West,3,14,3,3,3,"[16, 30, 82]","[('up', 'RB')]",ADV,POSITIVE,0.9992,"Come shine, come rain, come up", come shine come rain come up,POSITIVE,0.9943,0.9943,76,0.95,0.9992,138,0.9517241379310345,29.176794,14.946592
30,"Southside,",Southside,southside,31,6,2,Verse 1: Kanye West,4,15,2,2,2,"[31, 169]","[('southside', 'NN')]",N,POSITIVE,0.9802,"Southside, let it bang", southside let it bang,POSITIVE,0.9964,0.9964,77,0.9625,0.9802,84,0.5793103448275863,-7.380081,-12.091156
31,let,let,let,32,6,2,Verse 1: Kanye West,4,16,4,4,4,"[32, 36, 322, 515]","[('let', 'VB')]",V,NEGATIVE,0.7554,"Southside, let it bang", southside let it bang,POSITIVE,0.9964,0.9964,77,0.9625,-0.7554,36,0.2482758620689655,-3.2054908,-0.6412573
32,it,it,it,33,6,2,Verse 1: Kanye West,4,17,20,20,20,"[33, 37, 118, 124, 130, 138, 171, 181, 186, 301, 307, 314, 323, 326, 491, 516, 540, 542, 582, 586]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,"Southside, let it bang", southside let it bang,POSITIVE,0.9964,0.9964,77,0.9625,0.9927,108,0.7448275862068966,7.3546596,7.397386
33,bang,bang,bang,34,6,2,Verse 1: Kanye West,4,18,1,1,1,[34],"[('bang', 'NN')]",N,POSITIVE,0.998,"Southside, let it bang", southside let it bang,POSITIVE,0.9964,0.9964,77,0.9625,0.998,127,0.8758620689655172,18.570896,0.25574693
34,"Outside,",Outside,outside,35,7,2,Verse 1: Kanye West,5,19,1,1,1,[35],"[('outside', 'IN')]",PREP,POSITIVE,0.9112,"Outside, let it rain", outside let it rain,NEGATIVE,0.9802,-0.9802,33,0.4125,0.9112,56,0.38620689655172413,-9.087184,-8.694272
35,let,let,let,36,7,2,Verse 1: Kanye West,5,20,4,4,4,"[32, 36, 322, 515]","[('let', 'VB')]",V,NEGATIVE,0.7554,"Outside, let it rain", outside let it rain,NEGATIVE,0.9802,-0.9802,33,0.4125,-0.7554,36,0.2482758620689655,-3.2054908,-0.6412098
36,it,it,it,37,7,2,Verse 1: Kanye West,5,21,20,20,20,"[33, 37, 118, 124, 130, 138, 171, 181, 186, 301, 307, 314, 323, 326, 491, 516, 540, 542, 582, 586]","[('it', 'PRP')]",PRON,POSITIVE,0.9927,"Outside, let it rain", outside let it rain,NEGATIVE,0.9802,-0.9802,33,0.4125,0.9927,108,0.7448275862068966,7.590049,7.947124
37,rain,rain,rain,38,7,2,Verse 1: Kanye West,5,22,13,13,13,"[22, 24, 28, 38, 39, 44, 49, 55, 174, 189, 382, 387, 545]","[('rain', 'NN')]",N,NEGATIVE,0.975,"Outside, let it rain", outside let it rain,NEGATIVE,0.9802,-0.9802,33,0.4125,-0.975,23,0.15862068965517243,-14.989824,-16.556652
38,Rain,Rain,rain,39,8,2,Verse 1: Kanye West,6,23,13,13,13,"[22, 24, 28, 38, 39, 44, 49, 55, 174, 189, 382, 387, 545]","[('rain', 'NN')]",N,NEGATIVE,0.975,Rain down on a pain, rain down on a pain,NEGATIVE,0.9979,-0.9979,7,0.0875,-0.975,23,0.15862068965517243,-15.819822,-16.796862
39,down,down,down,40,8,2,Verse 1: Kanye West,6,24,22,22,22,"[40, 45, 50, 56, 143, 175, 190, 241, 247, 249, 255, 265, 270, 277, 383, 388, 407, 412, 425, 546, 553, 558]","[('down', 'RB')]",ADV,NEGATIVE,0.9997,Rain down on a pain, rain down on a pain,NEGATIVE,0.9979,-0.9979,7,0.0875,-0.9997,1,0.006896551724137931,33.99467,16.079853
40,on,on,on,41,8,2,Verse 1: Kanye West,6,25,9,9,9,"[41, 46, 57, 144, 176, 191, 384, 389, 547]","[('on', 'IN')]",PREP,POSITIVE,0.987,Rain down on a pain, rain down on a pain,NEGATIVE,0.9979,-0.9979,7,0.0875,0.987,93,0.6413793103448275,-11.815036,16.270765
41,a,a,a,42,8,2,Verse 1: Kanye West,6,26,9,9,9,"[1, 42, 311, 364, 443, 449, 478, 496, 526]","[('a', 'DT')]",DET,POSITIVE,0.9873,Rain down on a pain, rain down on a pain,NEGATIVE,0.9979,-0.9979,7,0.0875,0.9873,94,0.6482758620689655,-6.2924013,15.662448
42,pain,pain,pain,43,8,2,Verse 1: Kanye West,6,27,1,1,1,[43],"[('pain', 'NN')]",N,NEGATIVE,0.9988,Rain down on a pain, rain down on a pain,NEGATIVE,0.9979,-0.9979,7,0.0875,-0.9988,7,0.04827586206896552,-9.879211,-13.265486
43,Rain,Rain,rain,44,9,2,Verse 1: Kanye West,7,28,13,13,13,"[22, 24, 28, 38, 39, 44, 49, 55, 174, 189, 382, 387, 545]","[('rain', 'NN')]",N,NEGATIVE,0.975,Rain down on the slain, rain down on the slain,NEGATIVE,0.9934,-0.9934,18,0.225,-0.975,23,0.15862068965517243,-14.98254,-16.282045
44,down,down,down,45,9,2,Verse 1: Kanye West,7,29,22,22,22,"[40, 45, 50, 56, 143, 175, 190, 241, 247, 249, 255, 265, 270, 277, 383, 388, 407, 412, 425, 546, 553, 558]","[('down', 'RB')]",ADV,NEGATIVE,0.9997,Rain down on the slain, rain down on the slain,NEGATIVE,0.9934,-0.9934,18,0.225,-0.9997,1,0.006896551724137931,33.929386,15.715386
45,on,on,on,46,9,2,Verse 1: Kanye West,7,30,9,9,9,"[41, 46, 57, 144, 176, 191, 384, 389, 547]","[('on', 'IN')]",PREP,POSITIVE,0.987,Rain down on the slain, rain down on the slain,NEGATIVE,0.9934,-0.9934,18,0.225,0.987,93,0.6413793103448275,-12.21017,16.468925
46,the,the,the,47,9,2,Verse 1: Kanye West,7,31,32,32,32,"[47, 58, 70, 76, 84, 87, 95, 120, 126, 132, 140, 150, 156, 202, 214, 231, 236, 286, 348, 355, 369, 372, 395, 401, 462, 470, 485, 510, 521, 524, 531, 567]","[('the', 'DT')]",DET,POSITIVE,0.9636,Rain down on the slain, rain down on the slain,NEGATIVE,0.9934,-0.9934,18,0.225,0.9636,69,0.47586206896551725,-5.274605,10.846127
47,slain,slain,slain,48,9,2,Verse 1: Kanye West,7,32,1,1,1,[48],"[('slain', 'NN')]",N,NEGATIVE,0.9995,Rain down on the slain, rain down on the slain,NEGATIVE,0.9934,-0.9934,18,0.225,-0.9995,3,0.020689655172413793,-5.6323996,-9.74221
48,Rain,Rain,rain,49,10,2,Verse 1: Kanye West,8,33,13,13,13,"[22, 24, 28, 38, 39, 44, 49, 55, 174, 189, 382, 387, 545]","[('rain', 'NN')]",N,NEGATIVE,0.975,Rain down for my mom (Ooh), rain down for my mom ooh,NEGATIVE,0.8428,-0.8428,52,0.65,-0.975,23,0.15862068965517243,-16.043879,-16.299389
49,down,down,down,50,10,2,Verse 1: Kanye West,8,34,22,22,22,"[40, 45, 50, 56, 143, 175, 190, 241, 247, 249, 255, 265, 270, 277, 383, 388, 407, 412, 425, 546, 553, 558]","[('down', 'RB')]",ADV,NEGATIVE,0.9997,Rain down for my mom (Ooh), rain down for my mom ooh,NEGATIVE,0.8428,-0.8428,52,0.65,-0.9997,1,0.006896551724137931,33.087563,15.498317
50,for,for,for,51,10,2,Verse 1: Kanye West,8,35,2,2,2,"[51, 75]","[('for', 'IN')]",PREP,POSITIVE,0.9701,Rain down for my mom (Ooh), rain down for my mom ooh,NEGATIVE,0.8428,-0.8428,52,0.65,0.9701,76,0.5241379310344828,-5.4717107,20.801819
51,my,my,my,52,10,2,Verse 1: Kanye West,8,36,1,1,1,[52],"[('my', 'PRP$')]",PRON,POSITIVE,0.9935,Rain down for my mom (Ooh), rain down for my mom ooh,NEGATIVE,0.8428,-0.8428,52,0.65,0.9935,111,0.7655172413793103,-9.28302,4.008948
52,mom,mom,mom,53,10,2,Verse 1: Kanye West,8,37,1,1,1,[53],"[('mom', 'NN')]",N,POSITIVE,0.9943,Rain down for my mom (Ooh), rain down for my mom ooh,NEGATIVE,0.8428,-0.8428,52,0.65,0.9943,114,0.7862068965517242,-9.167116,-7.6445203
53,(Ooh),Ooh,ooh,54,10,2,Verse 1: Kanye West,8,38,18,18,18,"[54, 72, 107, 123, 141, 158, 188, 204, 298, 316, 350, 374, 391, 408, 426, 512, 554, 569]","[('ooh', 'NN')]",N,POSITIVE,0.9856,Rain down for my mom (Ooh), rain down for my mom ooh,NEGATIVE,0.8428,-0.8428,52,0.65,0.9856,89,0.6137931034482759,31.165024,-5.6693764
54,Rain,Rain,rain,55,11,2,Verse 1: Kanye West,9,39,13,13,13,"[22, 24, 28, 38, 39, 44, 49, 55, 174, 189, 382, 387, 545]","[('rain', 'NN')]",N,NEGATIVE,0.975,Rain down on the farm (Ah), rain down on the farm ah,NEGATIVE,0.9957,-0.9957,11,0.1375,-0.975,23,0.15862068965517243,-15.960564,-16.135717
55,down,down,down,56,11,2,Verse 1: Kanye West,9,40,22,22,22,"[40, 45, 50, 56, 143, 175, 190, 241, 247, 249, 255, 265, 270, 277, 383, 388, 407, 412, 425, 546, 553, 558]","[('down', 'RB')]",ADV,NEGATIVE,0.9997,Rain down on the farm (Ah), rain down on the farm ah,NEGATIVE,0.9957,-0.9957,11,0.1375,-0.9997,1,0.006896551724137931,32.76645,14.909523
56,on,on,on,57,11,2,Verse 1: Kanye West,9,41,9,9,9,"[41, 46, 57, 144, 176, 191, 384, 389, 547]","[('on', 'IN')]",PREP,POSITIVE,0.987,Rain down on the farm (Ah), rain down on the farm ah,NEGATIVE,0.9957,-0.9957,11,0.1375,0.987,93,0.6413793103448275,-11.815036,16.270763
57,the,the,the,58,11,2,Verse 1: Kanye West,9,42,32,32,32,"[47, 58, 70, 76, 84, 87, 95, 120, 126, 132, 140, 150, 156, 202, 214, 231, 236, 286, 348, 355, 369, 372, 395, 401, 462, 470, 485, 510, 521, 524, 531, 567]","[('the', 'DT')]",DET,POSITIVE,0.9636,Rain down on the farm (Ah), rain down on the farm ah,NEGATIVE,0.9957,-0.9957,11,0.1375,0.9636,69,0.47586206896551725,-5.2106333,11.324241
58,farm,farm,farm,59,11,2,Verse 1: Kanye West,9,43,1,1,1,[59],"[('farm', 'NN')]",N,POSITIVE,0.9745,Rain down on the farm (Ah), rain down on the farm ah,NEGATIVE,0.9957,-0.9957,11,0.1375,0.9745,80,0.5517241379310345,-10.872761,-6.838191
59,(Ah),Ah,ah,60,11,2,Verse 1: Kanye West,9,44,14,14,14,"[60, 78, 97, 146, 178, 193, 210, 303, 337, 381, 523, 544, 559, 574]","[('ah', 'NN')]",N,POSITIVE,0.8809,Rain down on the farm (Ah), rain down on the farm ah,NEGATIVE,0.9957,-0.9957,11,0.1375,0.8809,50,0.3448275862068966,21.274988,-4.2949
60,Shower,Shower,shower,61,12,2,Verse 1: Kanye West,10,45,2,2,2,"[61, 142]","[('shower', 'NN')]",N,POSITIVE,0.9908,Shower us with your love (Huh), shower us with your love huh,POSITIVE,0.9991,0.9991,80,1.0,0.9908,102,0.7034482758620689,-9.8776865,-17.021034
61,us,us,us,62,12,2,Verse 1: Kanye West,10,46,20,20,20,"[62, 68, 93, 145, 148, 154, 177, 192, 200, 206, 212, 229, 234, 284, 385, 390, 393, 399, 548, 565]","[('us', 'PRP')]",PRON,POSITIVE,0.999,Shower us with your love (Huh), shower us with your love huh,POSITIVE,0.9991,0.9991,80,1.0,0.999,136,0.9379310344827586,-25.917223,0.52523726
62,with,with,with,63,12,2,Verse 1: Kanye West,10,47,1,1,1,[63],"[('with', 'IN')]",PREP,POSITIVE,0.9826,Shower us with your love (Huh), shower us with your love huh,POSITIVE,0.9991,0.9991,80,1.0,0.9826,85,0.5862068965517241,-11.4525175,17.325626
63,your,your,your,64,12,2,Verse 1: Kanye West,10,48,2,2,2,"[64, 208]","[('your', 'PRP$')]",PRON,POSITIVE,0.9981,Shower us with your love (Huh), shower us with your love huh,POSITIVE,0.9991,0.9991,80,1.0,0.9981,128,0.8827586206896552,-9.748294,4.313258
64,love,love,love,65,12,2,Verse 1: Kanye West,10,49,1,1,1,[65],"[('love', 'NN')]",N,POSITIVE,0.9999,Shower us with your love (Huh), shower us with your love huh,POSITIVE,0.9991,0.9991,80,1.0,0.9999,145,1.0,-9.390342,-13.648426
65,(Huh),Huh,huh,66,12,2,Verse 1: Kanye West,10,50,13,13,13,"[66, 86, 102, 152, 168, 183, 198, 309, 386, 403, 419, 481, 549]","[('huh', 'NN')]",N,NEGATIVE,0.8706,Shower us with your love (Huh), shower us with your love huh,POSITIVE,0.9991,0.9991,80,1.0,-0.8706,33,0.22758620689655173,18.829815,-1.9865184
66,Wash,Wash,wash,67,13,2,Verse 1: Kanye West,11,51,13,13,13,"[67, 92, 147, 153, 199, 205, 211, 228, 233, 283, 392, 398, 564]","[('wash', 'NN')]",N,NEGATIVE,0.9984,Wash us in the blood  (Ooh), wash us in the blood ooh,NEGATIVE,0.6457,-0.6457,56,0.7,-0.9984,8,0.05517241379310345,-1.2812548,-8.621515
67,us,us,us,68,13,2,Verse 1: Kanye West,11,52,20,20,20,"[62, 68, 93, 145, 148, 154, 177, 192, 200, 206, 212, 229, 234, 284, 385, 390, 393, 399, 548, 565]","[('us', 'PRP')]",PRON,POSITIVE,0.999,Wash us in the blood  (Ooh), wash us in the blood ooh,NEGATIVE,0.6457,-0.6457,56,0.7,0.999,136,0.9379310344827586,-25.120014,1.0731238
68,in,in,in,69,13,2,Verse 1: Kanye West,11,53,19,19,19,"[69, 83, 94, 149, 155, 201, 207, 213, 220, 230, 235, 285, 354, 362, 394, 400, 509, 520, 566]","[('in', 'IN')]",PREP,POSITIVE,0.979,Wash us in the blood  (Ooh), wash us in the blood ooh,NEGATIVE,0.6457,-0.6457,56,0.7,0.979,82,0.5655172413793104,-16.99794,20.220234
69,the,the,the,70,13,2,Verse 1: Kanye West,11,54,32,32,32,"[47, 58, 70, 76, 84, 87, 95, 120, 126, 132, 140, 150, 156, 202, 214, 231, 236, 286, 348, 355, 369, 372, 395, 401, 462, 470, 485, 510, 521, 524, 531, 567]","[('the', 'DT')]",DET,POSITIVE,0.9636,Wash us in the blood  (Ooh), wash us in the blood ooh,NEGATIVE,0.6457,-0.6457,56,0.7,0.9636,69,0.47586206896551725,-6.180635,10.205318
70,blood,blood,blood,71,13,2,Verse 1: Kanye West,11,55,17,17,17,"[71, 96, 121, 127, 133, 151, 157, 203, 209, 215, 232, 237, 287, 288, 396, 402, 568]","[('blood', 'NN')]",N,NEGATIVE,0.9781,Wash us in the blood  (Ooh), wash us in the blood ooh,NEGATIVE,0.6457,-0.6457,56,0.7,-0.9781,22,0.15172413793103448,-15.268995,-21.21808
71,(Ooh),Ooh,ooh,72,13,2,Verse 1: Kanye West,11,56,18,18,18,"[54, 72, 107, 123, 141, 158, 188, 204, 298, 316, 350, 374, 391, 408, 426, 512, 554, 569]","[('ooh', 'NN')]",N,POSITIVE,0.9856,Wash us in the blood  (Ooh), wash us in the blood ooh,NEGATIVE,0.6457,-0.6457,56,0.7,0.9856,89,0.6137931034482759,30.28367,-4.4053917
72,Drop,Drop,drop,73,14,2,Verse 1: Kanye West,12,57,1,1,1,[73],"[('drop', 'NN')]",N,POSITIVE,0.7642,Drop this for the thugs (Ah), drop this for the thugs ah,NEGATIVE,0.9751,-0.9751,35,0.4375,0.7642,43,0.296551724137931,-1.7820499,-5.8748207
73,this,this,this,74,14,2,Verse 1: Kanye West,12,58,2,2,2,"[74, 221]","[('this', 'DT')]",DET,POSITIVE,0.9931,Drop this for the thugs (Ah), drop this for the thugs ah,NEGATIVE,0.9751,-0.9751,35,0.4375,0.9931,109,0.7517241379310344,3.1114721,5.7923026
74,for,for,for,75,14,2,Verse 1: Kanye West,12,59,2,2,2,"[51, 75]","[('for', 'IN')]",PREP,POSITIVE,0.9701,Drop this for the thugs (Ah), drop this for the thugs ah,NEGATIVE,0.9751,-0.9751,35,0.4375,0.9701,76,0.5241379310344828,-5.471937,20.801561
75,the,the,the,76,14,2,Verse 1: Kanye West,12,60,32,32,32,"[47, 58, 70, 76, 84, 87, 95, 120, 126, 132, 140, 150, 156, 202, 214, 231, 236, 286, 348, 355, 369, 372, 395, 401, 462, 470, 485, 510, 521, 524, 531, 567]","[('the', 'DT')]",DET,POSITIVE,0.9636,Drop this for the thugs (Ah), drop this for the thugs ah,NEGATIVE,0.9751,-0.9751,35,0.4375,0.9636,69,0.47586206896551725,-6.279333,9.75545
76,thugs,thugs,thugs,77,14,2,Verse 1: Kanye West,12,61,4,4,4,"[77, 162, 292, 573]","[('thugs', 'NNS')]",N,NEGATIVE,0.9991,Drop this for the thugs (Ah), drop this for the thugs ah,NEGATIVE,0.9751,-0.9751,35,0.4375,-0.9991,6,0.041379310344827586,-5.281209,4.1364923
77,(Ah),Ah,ah,78,14,2,Verse 1: Kanye West,12,62,14,14,14,"[60, 78, 97, 146, 178, 193, 210, 303, 337, 381, 523, 544, 559, 574]","[('ah', 'NN')]",N,POSITIVE,0.8809,Drop this for the thugs (Ah), drop this for the thugs ah,NEGATIVE,0.9751,-0.9751,35,0.4375,0.8809,50,0.3448275862068966,21.657892,-4.8751593
78,Know,Know,know,79,15,2,Verse 1: Kanye West,13,63,2,2,2,"[79, 503]","[('know', 'VB')]",V,POSITIVE,0.9948,Know I grew up in the mud (Huh), know I grew up in the mud huh,NEGATIVE,0.9967,-0.9967,10,0.125,0.9948,116,0.8,-1.597048,1.547392
